	F1D3Q.sam.counts	F1DFM.sam.counts	F1DNM.sam.counts	F1N1Q.sam.counts	F1N3Q.sam.counts	F1NFM.sam.counts	F1NNM.sam.counts	F2D3Q.sam.counts	F2DFM.sam.counts	F2DNM.sam.counts	F2N1Q.sam.counts	F2N3Q.sam.counts	F2NFM.sam.counts	F2NNM.sam.counts	F3DFM.sam.counts	F3DNM.sam.counts	F3N1Q.sam.counts	F3N3Q.sam.counts	F3NFM.sam.counts	F3NNM.sam.counts	
isogroup10289	117	236	86	95	234	173	173	80	128	142	122	186	117	92	94	104	46	69	47	60	
isogroup1029	0	2	1	2	1	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	
isogroup10291	65	80	27	36	75	75	48	31	33	45	20	49	34	35	17	55	11	21	8	11	
isogroup10292	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
isogroup10293	2	4	3	4	3	2	1	0	2	3	1	0	2	1	1	3	0	2	1	1	
isogroup10294	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	
isogroup10295	8	8	2	3	2	3	1	0	2	2	2	5	6	1	2	4	3	4	2	2	
isogroup10296	1	3	47	0	0	1	0	0	9	0	183	0	3	0	0	0	0	2	3	160	
isogroup10297	29	23	19	10	16	26	18	21	14	32	12	25	26	20	15	18	9	22	3	5	
isogroup10298	7	15	32	7	8	8	3	3	3	6	59	9	6	6	0	5	0	9	8	149	
isogroup10299	47	91	24	52	89	77	51	17	43	49	22	48	30	49	27	56	7	32	17	19	
isogroup103	0	2	1	0	0	0	0	0	2	0	1	0	0	1	1	2	0	1	1	0	
isogroup1030	119	212	62	96	255	157	141	76	106	142	71	156	90	106	37	127	34	107	29	54	
isogroup10300	37	44	20	27	35	63	42	10	12	36	26	37	21	28	10	31	10	19	8	7	
isogroup10301	64	105	37	57	112	104	112	50	71	68	47	108	76	39	26	68	15	53	24	26	
isogroup10302	75	156	46	65	163	108	118	52	59	86	45	121	38	92	38	87	41	64	20	25	
isogroup10303	7	14	4	5	67	9	8	3	7	4	10	16	14	9	35	8	31	31	18	25	
isogroup10304	7	83	31	58	15	81	38	7	67	37	71	14	24	32	19	31	16	4	8	12	
isogroup10305	6	5	2	4	9	2	7	2	2	5	1	12	9	5	10	4	9	7	3	4	
isogroup10306	45	67	33	32	88	56	59	23	29	46	30	63	43	30	37	51	28	52	17	38	
isogroup10307	12	10	4	4	17	11	13	5	8	8	7	17	9	4	2	1	3	8	2	5	
isogroup10308	23	134	66	84	45	85	95	17	100	99	108	31	72	90	71	116	59	19	87	101	
isogroup10309	65	88	27	37	80	64	54	35	46	48	45	57	29	37	18	37	13	20	21	12	
isogroup10310	1	2	3	8	3	6	5	1	1	4	1	4	1	4	3	1	7	12	4	5	
isogroup10311	7	8	11	16	11	10	33	7	24	31	21	13	17	25	6	15	11	2	9	7	
isogroup10312	135	196	57	112	220	174	156	47	51	110	58	126	80	116	23	165	30	36	21	22	
isogroup10315	74	50	25	17	73	37	34	17	13	27	31	30	43	12	14	14	9	16	6	50	
isogroup10316	1	0	1	1	3	2	1	1	0	0	0	1	1	0	0	4	0	0	0	0	
isogroup10317	0	1	2	1	5	2	0	0	1	0	1	1	1	1	0	0	0	3	0	0	
isogroup10318	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	2	0	2	0	
isogroup10319	0	5	0	4	0	4	2	2	0	0	4	0	2	2	8	1	3	0	2	0	
isogroup1032	1	0	1	1	0	0	4	1	1	0	2	1	0	1	3	2	1	1	4	2	
isogroup10320	1	4	3	4	2	4	5	0	2	4	5	0	2	2	1	1	2	3	1	3	
isogroup10321	21	49	15	29	84	36	36	6	18	37	13	51	30	38	10	42	8	28	5	15	
isogroup10322	1	12	7	6	5	9	16	4	17	10	9	4	10	8	6	4	8	9	10	2	
isogroup10323	41	82	57	40	184	67	87	38	48	94	91	96	74	63	73	61	98	116	48	138	
isogroup10324	11	31	22	25	19	34	6	1	10	7	10	3	2	19	23	26	21	19	20	29	
isogroup10325	3	9	2	3	1	7	1	1	0	0	1	2	1	4	1	0	0	0	0	1	
isogroup10326	11	6	1	4	5	1	3	2	0	1	1	4	0	2	0	4	0	0	1	1	
isogroup10327	3	5	3	2	1	2	2	3	2	4	30	2	4	0	1	1	1	1	5	11	
isogroup10328	66	104	30	44	110	84	44	17	25	32	21	44	25	30	25	50	24	24	14	9	
isogroup10329	1	14	8	17	6	17	20	5	5	16	12	5	8	11	6	13	6	7	8	8	
isogroup10330	21	105	72	70	88	93	111	98	274	268	141	251	50	55	47	108	15	27	15	8	
isogroup10331	10	41	17	32	14	35	33	6	38	50	47	11	22	17	22	36	14	15	20	20	
isogroup10332	17	27	32	12	24	23	34	1	14	19	5	20	18	28	19	14	22	21	17	25	
isogroup10333	0	1	3	0	2	1	1	0	1	1	4	1	2	0	1	1	4	2	4	1	
isogroup10335	1	2	0	0	2	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	
isogroup10336	45	70	21	37	60	57	28	22	20	27	19	33	23	30	19	34	11	12	14	9	
isogroup10337	13	17	6	17	4	17	20	6	16	14	24	5	11	13	13	9	18	7	12	8	
isogroup10338	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	1	4	1	
isogroup10339	44	54	22	19	47	50	27	36	27	6	27	24	20	18	47	25	54	49	58	20	
isogroup1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup10343	2	4	1	0	2	2	4	1	3	3	3	0	0	0	1	2	1	1	5	2	
isogroup10344	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	
isogroup10345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	
isogroup10346	0	10	4	4	2	7	9	3	4	4	7	6	8	1	8	9	5	1	1	1	
isogroup10347	31	132	12	120	49	163	33	6	46	40	81	37	58	39	40	107	44	13	16	9	
isogroup10348	3	11	2	9	6	16	12	0	6	3	6	1	5	9	4	16	0	1	4	2	
isogroup10349	4	2	1	2	3	3	1	2	1	3	1	3	2	2	0	1	1	2	0	1	
isogroup1035	3	1	3	2	0	0	0	2	2	1	3	3	4	1	1	0	1	0	3	1	
isogroup10351	6	10	7	8	8	14	9	6	12	4	9	4	7	5	6	10	6	3	2	3	
isogroup10353	10	5	1	10	13	11	6	1	3	5	6	7	2	6	1	6	3	6	0	2	
isogroup10354	3	3	0	3	3	11	2	0	0	0	2	0	4	8	0	3	0	0	0	0	
isogroup10355	0	0	29	0	0	0	0	0	3	0	42	0	1	0	0	0	0	0	1	62	
isogroup10356	11	19	2	7	13	13	10	2	7	6	5	14	2	3	4	4	7	3	0	3	
isogroup10357	1	0	3	1	0	0	6	6	9	4	3	11	5	1	1	3	4	0	0	1	
isogroup1036	11	16	13	25	25	14	17	14	14	19	13	11	10	16	15	16	12	9	7	5	
isogroup10360	2	5	1	5	8	9	6	1	2	2	0	2	0	8	1	3	5	2	0	2	
isogroup10361	3	46	4	30	20	38	14	0	14	25	17	9	10	10	8	19	8	4	8	3	
isogroup10363	10	17	40	8	18	13	8	4	4	6	43	8	5	6	6	8	8	8	11	106	
isogroup10364	257	531	77	287	513	390	184	133	165	167	121	315	147	210	50	326	42	78	26	39	
isogroup10365	2	11	19	20	5	26	4	0	4	12	7	1	6	17	6	4	4	2	2	3	
isogroup10366	0	8	5	6	4	8	8	3	8	4	6	2	2	2	10	3	4	1	9	2	
isogroup10367	15	34	16	43	42	26	42	20	33	48	29	55	23	26	12	30	14	24	16	17	
isogroup10368	0	0	0	0	1	0	1	0	1	0	4	0	0	0	1	1	0	0	0	1	
isogroup1037	4	2	0	1	6	1	3	0	1	1	0	0	2	0	0	2	0	0	0	0	
isogroup10370	19	67	18	14	112	39	31	18	28	39	11	98	18	41	8	36	10	64	6	22	
isogroup10371	11	22	10	4	14	14	8	7	7	7	15	7	4	7	3	8	1	4	3	3	
isogroup10374	0	0	2	1	0	0	1	0	2	0	1	1	2	0	1	0	0	0	0	1	
isogroup10375	0	1	2	0	1	4	3	0	2	0	1	2	1	0	0	1	7	0	0	6	
isogroup10377	3	11	2	3	12	4	10	2	14	6	2	3	8	4	1	4	6	3	3	3	
isogroup10378	3	8	4	5	9	10	8	6	8	4	5	4	3	1	0	6	0	2	4	1	
isogroup10379	4	46	9	23	19	41	13	0	10	8	17	3	10	46	5	18	19	4	5	5	
isogroup1038	0	4	1	2	2	7	4	0	6	0	5	2	4	5	4	1	5	7	3	3	
isogroup10380	0	8	5	9	2	11	6	3	3	6	9	2	2	6	8	3	5	5	9	2	
isogroup10381	1	4	0	3	1	3	1	1	1	2	11	1	1	2	1	4	1	0	0	0	
isogroup10382	39	22	9	9	19	13	6	20	7	7	5	16	19	7	6	14	2	7	4	3	
isogroup10383	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup10384	0	3	2	1	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	
isogroup10385	2	29	8	10	12	10	16	0	7	5	10	4	3	6	8	10	12	4	2	3	
isogroup10386	4	11	5	2	8	6	12	6	4	6	4	12	0	4	3	7	1	3	1	4	
isogroup10389	32	17	12	13	19	26	21	4	4	8	13	9	5	16	8	21	9	4	1	10	
isogroup1039	10	26	10	11	35	20	71	19	18	45	16	45	13	17	7	17	3	14	1	5	
isogroup10390	4	11	83	5	10	19	186	283	291	266	277	509	315	71	150	5	228	266	200	85	
isogroup10391	13	24	7	9	15	7	21	1	11	18	4	12	4	11	11	14	8	26	12	3	
isogroup10392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup10394	2	4	4	5	9	13	7	1	1	4	2	4	0	2	1	1	0	1	2	0	
isogroup10395	2	4	0	10	2	5	2	0	1	0	2	0	0	0	1	1	0	0	0	0	
isogroup10396	1	3	2	2	1	4	2	1	0	2	2	1	0	1	2	0	4	0	1	1	
isogroup10397	2	2	6	4	2	7	3	1	6	1	6	3	5	6	1	4	1	0	4	0	
isogroup10398	82	169	49	90	117	137	136	42	79	105	87	101	62	95	42	110	23	26	33	23	
isogroup104	245	479	180	224	606	431	430	106	118	313	111	337	156	299	83	413	64	193	54	385	
isogroup1040	0	3	0	2	0	0	2	0	0	0	2	0	1	0	0	1	1	1	2	2	
isogroup10400	28	42	8	30	47	49	18	11	4	12	5	12	10	25	12	32	10	3	5	0	
isogroup10401	21	19	2	8	8	17	12	6	8	11	8	7	6	3	1	8	2	4	2	1	
isogroup10403	0	6	1	6	6	6	9	0	0	8	2	20	5	9	3	10	3	5	1	3	
isogroup10404	16	45	21	24	26	39	20	4	15	26	17	13	25	51	7	25	12	17	10	7	
isogroup10405	223	198	41	98	163	158	71	34	53	57	39	52	47	39	10	100	24	20	9	9	
isogroup10408	5	5	11	7	8	3	14	12	8	9	8	17	4	5	13	4	5	12	5	9	
isogroup1041	40	137	46	116	84	79	68	55	80	73	99	48	56	93	70	51	79	62	90	44	
isogroup10410	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	3	
isogroup10411	2	10	0	1	4	3	2	1	4	2	1	3	5	5	0	4	0	0	0	0	
isogroup10412	10	30	23	20	16	26	35	7	40	36	16	28	5	14	9	23	8	10	3	8	
isogroup10413	3	6	1	2	0	5	5	0	1	4	6	0	3	5	0	2	1	0	1	2	
isogroup10415	0	1	1	1	0	2	1	0	1	1	1	3	0	0	1	0	0	0	0	0	
isogroup10416	1	1	2	1	0	5	1	0	0	1	0	1	0	1	0	0	0	0	0	0	
isogroup10417	2	1	3	2	1	1	2	1	5	0	11	2	3	2	2	1	5	4	4	13	
isogroup10418	2	17	2	11	6	18	12	2	14	5	9	3	11	3	1	8	15	0	11	11	
isogroup10420	13	26	8	8	42	16	26	10	14	22	14	16	17	12	9	16	10	13	9	11	
isogroup10421	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
isogroup10422	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup10423	27	24	9	12	49	21	22	10	11	18	7	22	6	36	2	41	3	9	3	5	
isogroup10424	8	23	6	6	12	13	25	5	7	19	5	17	10	8	1	13	5	4	1	5	
isogroup10425	43	30	8	23	28	16	4	0	0	1	1	2	1	24	1	22	0	1	0	0	
isogroup10426	0	0	1	0	5	2	1	0	1	1	0	1	1	0	1	1	0	0	1	2	
isogroup10427	0	0	4	0	1	0	0	0	0	1	8	0	0	0	7	0	6	1	1	4	
isogroup10428	0	2	1	3	2	3	0	1	0	2	5	0	0	4	1	0	0	0	0	0	
isogroup10429	1	1	3	3	0	3	1	3	5	1	5	1	5	2	12	0	11	9	13	7	
isogroup10430	3	6	3	2	2	5	3	0	0	0	0	1	2	4	4	3	2	2	2	3	
isogroup10431	273	663	281	362	633	505	536	128	220	474	245	494	226	414	83	453	56	291	87	279	
isogroup10433	0	5	1	4	3	6	6	0	1	4	1	2	2	2	1	3	0	0	1	1	
isogroup10434	4	29	14	27	7	19	18	14	29	11	30	4	32	6	19	8	26	9	39	13	
isogroup10436	5	7	6	2	0	2	1	1	1	0	2	1	2	1	2	0	2	2	4	1	
isogroup10437	41	39	15	20	92	33	41	20	24	23	22	37	19	26	28	23	31	37	15	19	
isogroup10438	17	24	12	17	14	18	4	7	7	8	10	5	3	7	3	15	3	6	3	8	
isogroup10439	46	17	8	18	30	16	16	3	3	2	2	9	4	26	4	19	4	3	3	4	
isogroup1044	0	1	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
isogroup10440	15	22	6	15	47	20	16	9	6	7	9	9	3	12	1	22	6	5	3	4	
isogroup10442	5	6	6	1	9	8	6	6	9	7	8	8	7	7	7	2	4	8	8	2	
isogroup10443	4	25	11	10	5	10	18	7	13	9	26	5	12	8	19	5	17	1	7	10	
isogroup10444	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	
isogroup10446	2	9	5	7	23	6	7	2	2	6	3	21	3	9	1	8	4	10	1	3	
isogroup10447	2	3	1	1	1	2	3	0	1	2	0	0	0	0	0	2	0	1	0	2	
isogroup10448	7	18	3	24	11	16	6	0	4	5	5	4	0	11	2	14	3	2	3	0	
isogroup10449	31	14	17	8	18	9	11	13	4	10	13	12	13	11	1	14	1	2	3	38	
isogroup1045	2	3	0	0	3	1	0	1	0	1	2	0	3	0	2	0	1	0	1	1	
isogroup10450	7	8	17	1	10	7	5	5	2	6	1	7	3	4	12	2	10	16	8	11	
isogroup10451	0	1	0	0	3	1	5	0	1	1	1	2	0	0	0	3	0	2	0	0	
isogroup10452	4	9	3	3	5	2	1	4	3	6	5	5	3	3	1	3	1	2	6	0	
isogroup10453	9	15	2	6	12	22	2	1	0	1	0	0	1	8	1	8	0	1	0	0	
isogroup10454	1	9	4	2	8	3	9	2	9	4	7	9	9	4	14	3	8	3	7	10	
isogroup10456	1	4	1	2	1	2	2	0	4	2	9	3	3	3	3	3	1	0	0	2	
isogroup10457	13	57	30	28	50	37	87	7	34	100	22	32	11	23	16	35	5	18	4	17	
isogroup10458	6	6	6	3	12	9	11	3	2	4	6	2	1	6	1	4	1	6	5	2	
isogroup10461	0	0	0	0	0	0	1	0	0	0	2	0	1	1	1	2	0	0	3	1	
isogroup10463	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	
isogroup10464	128	184	44	108	206	134	192	41	58	126	44	111	53	146	27	171	28	40	21	33	
isogroup10465	57	55	12	27	56	38	41	31	30	40	24	71	37	23	13	33	8	13	8	8	
isogroup10466	0	15	7	5	1	8	3	0	8	3	6	1	5	6	2	2	4	3	10	3	
isogroup10468	0	2	1	4	0	1	3	0	2	1	2	0	0	1	1	1	2	0	1	0	
isogroup10469	15	6	0	6	14	12	9	0	1	12	5	11	2	3	3	7	6	0	0	0	
isogroup1047	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup10470	213	438	115	246	546	343	343	122	221	237	222	376	167	249	94	264	60	139	62	87	
isogroup10471	0	3	0	1	4	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	
isogroup10473	1	2	1	0	2	1	1	0	0	1	2	1	1	1	0	0	0	1	1	0	
isogroup10474	67	72	31	37	86	60	43	32	26	38	31	42	42	34	15	38	14	16	10	7	
isogroup10475	115	114	33	40	102	89	71	32	34	60	22	63	52	45	14	52	11	29	19	19	
isogroup10476	3	18	11	14	19	13	8	1	13	10	11	5	12	5	3	12	8	5	5	3	
isogroup10478	5	4	4	3	2	5	6	4	5	6	8	6	6	3	1	3	4	5	3	3	
isogroup10479	44	19	8	11	20	15	31	7	11	17	13	21	12	7	15	10	7	17	6	7	
isogroup1048	5	3	2	3	1	4	2	1	4	2	3	1	3	1	4	4	5	1	7	1	
isogroup10480	4	13	11	15	9	11	13	10	20	11	22	4	12	5	13	4	20	8	30	8	
isogroup10481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup10482	3	5	2	1	5	3	14	3	4	2	6	9	9	6	0	1	2	4	2	2	
isogroup10483	2	1	1	0	1	3	4	1	0	0	2	0	0	0	0	4	2	0	0	0	
isogroup10485	0	11	4	5	5	7	7	0	1	3	4	5	5	7	0	10	3	0	2	0	
isogroup10488	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup1049	4	0	7	0	1	2	1	0	0	2	5	0	0	0	0	0	0	1	1	11	
isogroup10490	0	2	1	0	2	2	1	0	0	1	0	0	0	0	0	1	1	0	2	2	
isogroup10491	14	32	15	20	61	20	28	8	22	45	12	66	10	24	0	36	8	28	5	14	
isogroup10492	2	2	3	4	8	1	7	0	1	2	4	5	3	6	2	5	0	2	1	1	
isogroup10493	1	0	0	1	2	4	3	0	2	2	3	0	1	2	1	4	2	1	0	0	
isogroup10496	0	10	5	5	0	7	8	0	4	5	9	3	11	2	0	3	1	0	3	0	
isogroup10499	57	62	23	40	57	32	47	48	51	45	31	38	53	21	17	21	15	13	17	5	
isogroup105	0	5	8	2	2	2	0	0	4	4	16	1	3	1	3	1	4	30	4	38	
isogroup1050	0	0	0	0	0	0	2	1	1	1	2	1	0	0	2	0	2	0	0	2	
isogroup10500	0	0	0	2	0	2	1	1	2	0	1	0	0	0	2	1	0	0	0	1	
isogroup10501	7	14	4	10	22	17	13	5	4	13	5	11	6	10	4	9	4	4	0	4	
isogroup10502	0	0	0	0	0	0	2	1	0	0	1	2	1	0	0	0	0	0	0	0	
isogroup10503	118	156	46	62	152	91	139	76	91	134	72	128	78	71	30	94	30	40	19	21	
isogroup10504	4	5	2	1	7	5	3	0	0	1	8	7	1	1	5	3	8	8	2	2	
isogroup10505	3	5	1	3	3	3	14	4	7	12	10	13	7	3	0	1	1	3	1	4	
isogroup10507	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	6	
isogroup10508	2	3	2	4	1	3	2	0	0	0	1	1	1	1	2	0	2	0	1	1	
isogroup10509	3	21	7	11	10	19	20	13	19	18	18	13	24	11	7	7	8	5	22	6	
isogroup1051	4	6	8	1	1	3	11	3	2	8	8	11	7	1	0	4	3	4	5	6	
isogroup10510	5	9	3	8	3	13	2	0	0	0	1	0	1	4	0	4	1	6	1	3	
isogroup10511	348	496	99	265	369	450	281	228	257	290	174	451	204	237	95	271	72	103	62	59	
isogroup10512	5	8	2	6	15	9	7	3	2	8	0	19	1	4	2	8	1	2	0	1	
isogroup10513	1	2	1	3	3	0	0	0	2	1	1	2	0	0	0	2	0	0	0	1	
isogroup10514	1	3	3	2	2	2	2	1	2	2	4	1	1	4	0	1	4	2	4	0	
isogroup10515	0	2	0	1	4	4	4	0	2	1	0	0	1	1	0	5	1	0	0	2	
isogroup10516	7	64	25	52	38	54	42	15	41	23	36	27	15	44	27	42	18	11	7	14	
isogroup10518	2	3	1	4	1	3	0	0	0	1	1	0	2	2	2	0	3	1	0	4	
isogroup10519	5	22	6	3	28	13	9	2	4	11	4	29	8	13	4	25	0	6	2	3	
isogroup10520	0	0	0	0	0	2	1	0	0	1	3	1	0	0	1	0	0	0	1	0	
isogroup10521	3	5	11	5	1	7	4	1	7	3	5	0	1	2	5	0	7	2	3	5	
isogroup10523	8	16	6	4	13	9	9	12	3	4	11	10	14	3	4	5	7	8	6	5	
isogroup10524	0	7	1	3	0	2	1	1	7	6	8	0	1	2	3	2	4	1	2	3	
isogroup10525	0	2	1	1	0	1	1	0	1	0	2	0	2	1	1	1	2	0	1	0	
isogroup10526	3	4	9	5	7	3	4	1	4	2	8	4	4	5	1	5	1	1	1	2	
isogroup10527	5	4	0	0	1	0	4	1	2	1	3	0	1	0	0	2	1	1	2	2	
isogroup10528	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup10529	35	33	44	23	34	23	25	15	12	25	44	27	20	6	7	14	4	6	3	119	
isogroup1053	9	7	3	3	8	6	5	2	2	2	2	2	5	2	1	2	4	9	7	1	
isogroup10530	6	9	0	2	5	7	3	2	0	3	0	3	1	4	0	5	0	4	2	2	
isogroup10531	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup10532	5	23	2	16	16	14	14	5	5	10	9	6	6	12	4	16	2	2	0	0	
isogroup10533	6	10	5	9	19	9	7	3	3	6	8	11	2	11	3	11	3	7	3	0	
isogroup10534	4	14	3	10	11	10	13	3	5	8	6	2	8	12	1	13	1	3	1	3	
isogroup10535	1	10	2	7	6	11	0	1	1	0	0	3	0	4	2	8	4	2	9	2	
isogroup10536	1	1	8	1	2	0	3	0	1	2	13	0	4	1	18	2	18	3	4	11	
isogroup10537	48	130	70	83	142	103	146	62	139	177	167	127	115	72	68	88	82	72	111	71	
isogroup1054	0	6	1	11	1	11	1	0	6	3	7	1	2	3	1	3	1	2	1	2	
isogroup10540	3	28	4	22	2	16	5	2	7	6	8	2	6	9	5	15	5	1	2	5	
isogroup10542	0	5	0	2	4	7	3	0	3	2	3	2	0	2	6	2	0	4	2	0	
isogroup10543	3	8	3	3	2	3	2	0	0	2	3	3	1	4	0	7	2	2	4	2	
isogroup10545	15	15	9	12	12	16	20	5	13	27	9	13	5	6	5	11	2	8	3	2	
isogroup10546	10	25	9	9	25	16	25	6	17	27	12	10	10	14	8	18	7	9	3	7	
isogroup10547	16	40	17	26	42	37	34	5	15	33	27	36	8	18	8	31	7	26	5	20	
isogroup10548	6	6	0	6	24	5	7	1	2	1	4	7	8	3	6	9	3	3	1	4	
isogroup1055	0	3	1	2	1	4	0	0	2	1	1	0	0	0	0	0	1	1	0	2	
isogroup10550	6	8	4	2	7	4	0	0	2	0	1	0	1	10	0	9	0	0	0	0	
isogroup10551	0	0	1	0	0	1	1	0	1	2	4	0	0	0	1	0	0	0	1	1	
isogroup10552	26	245	16	239	121	170	68	21	92	58	71	85	67	34	18	82	32	8	9	7	
isogroup10553	4	21	6	9	8	17	6	1	3	3	3	6	3	6	10	11	5	1	4	6	
isogroup10555	18	5	8	2	9	5	6	5	1	2	3	2	3	4	4	5	2	6	4	2	
isogroup10557	2	2	0	1	3	1	2	5	5	3	5	3	5	2	2	0	0	1	1	0	
isogroup10558	86	60	22	27	72	58	62	10	12	68	18	71	36	48	18	62	10	14	9	12	
isogroup10560	13	30	13	13	27	27	42	10	21	36	16	29	15	25	14	22	18	20	10	17	
isogroup10561	0	7	0	6	4	6	1	0	2	0	9	2	0	4	0	2	1	0	0	13	
isogroup10562	0	4	0	0	0	0	2	0	1	0	4	3	0	1	0	1	0	0	0	0	
isogroup10563	1	1	0	0	2	2	8	0	5	3	5	2	1	2	4	2	2	2	2	1	
isogroup10564	0	0	2	1	0	1	0	0	1	2	7	1	1	0	3	1	3	0	1	1	
isogroup10567	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	
isogroup10568	3	22	4	5	6	10	26	0	9	20	9	7	3	6	3	8	1	3	1	3	
isogroup10569	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
isogroup1057	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	
isogroup10571	17	19	11	6	14	20	23	10	18	14	6	21	8	19	13	9	8	9	5	6	
isogroup10572	7	24	6	13	22	15	19	8	5	21	8	20	8	7	3	20	4	4	5	3	
isogroup10573	6	6	2	4	12	8	11	0	3	2	5	3	4	4	2	1	5	1	0	1	
isogroup10574	1	1	5	0	6	0	3	0	0	0	3	0	0	0	0	1	1	2	1	31	
isogroup10575	17	26	21	13	15	18	23	11	15	12	23	8	15	18	7	12	10	8	10	11	
isogroup10576	37	69	7	35	54	43	17	2	1	7	4	6	3	44	8	53	3	5	3	5	
isogroup10577	18	10	4	4	12	11	7	7	4	13	5	4	2	3	1	3	4	5	5	2	
isogroup10578	119	169	32	90	172	117	50	20	15	34	21	26	20	92	12	114	7	17	12	15	
isogroup1058	4	24	28	14	3	24	14	5	21	8	51	4	13	10	17	15	15	4	10	61	
isogroup10580	3	8	2	2	4	4	4	2	2	5	1	6	4	3	3	4	5	2	2	0	
isogroup10581	13	14	4	4	11	10	9	8	7	14	5	17	1	8	1	13	5	7	1	1	
isogroup10583	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	
isogroup10584	61	60	44	32	63	59	36	39	38	40	34	50	50	36	25	28	39	38	24	18	
isogroup10586	111	318	142	171	432	251	306	83	194	268	205	238	96	211	79	290	48	141	45	412	
isogroup10587	4	11	8	10	6	7	5	1	8	3	13	4	8	16	4	3	7	0	5	6	
isogroup1059	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup10591	0	1	1	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	3	0	
isogroup10592	3	5	4	4	7	12	9	2	2	11	3	5	1	3	2	8	0	3	0	2	
isogroup10594	2	12	14	11	15	22	22	1	17	17	42	9	28	15	47	14	23	7	25	31	
isogroup10595	1	10	5	2	4	7	4	0	3	2	7	0	6	4	1	4	4	4	0	8	
isogroup10596	5	5	6	6	2	3	3	3	2	2	4	2	0	4	2	6	6	2	3	5	
isogroup10598	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup10599	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup106	0	1	0	2	2	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	
isogroup1060	1	0	0	0	2	2	2	1	1	0	0	1	0	0	1	0	0	0	1	0	
isogroup10600	8	29	8	20	43	25	18	9	17	17	19	20	8	20	8	15	9	7	6	12	
isogroup10602	40	51	13	26	54	41	31	10	19	22	16	27	19	24	7	34	11	11	12	7	
isogroup10603	0	2	1	2	2	4	2	0	1	2	3	0	1	0	1	0	2	1	1	1	
isogroup10605	0	2	0	1	2	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	
isogroup10606	2	7	0	2	13	5	3	1	4	0	2	4	0	3	1	5	4	3	0	2	
isogroup10607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup10608	0	3	1	0	1	1	0	0	0	1	2	0	1	0	1	2	0	1	0	0	
isogroup10609	8	2	3	1	4	5	5	2	3	7	8	4	5	8	0	4	0	1	3	0	
isogroup10610	4	51	17	30	7	31	39	1	21	20	30	5	13	14	14	25	14	7	9	3	
isogroup10611	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	
isogroup10612	8	12	8	8	26	13	15	10	9	12	4	17	2	7	10	8	5	11	7	21	
isogroup10613	4	3	2	2	3	3	4	0	2	2	1	5	0	2	2	4	0	2	0	1	
isogroup10614	6	11	3	10	17	7	11	3	8	12	11	5	2	5	1	15	3	8	1	3	
